name,country,city,businessType
HRVATSKA AKADEMSKA I ISTRAZIVACKA MREZA CARNET,Croatia,ZAGREB,Research Organisations
"TOPOMATIKA TRODIMENZIONALNO SKENIRANJE, OPTICKI MJERNI SUSTAVI I RACUNALNA OBRADA DOO",Croatia,ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
FABLAB UDRUGA ZA POMICANJE DIGITALNE FABRIKACIJE,Croatia,ZAGREB,Research Organisations
INFRA PLAN KONZALTNIG JDOO ZA USLUGE,Croatia,ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
SUVAG Polyclinic for the Rehabilitation of Listening and Speech,Croatia,Zagreb,Other
PONIKVE EKO OTOK KRK DOO ZA KOMUNALNE DJELATNOSTI,Croatia,KRK,Private for-profit entities (excluding Higher or Secondary Education Establishments)
HRVATSKI GEOLOSKI INSTITUT,Croatia,ZAGREB,Research Organisations
ZELENA INFRASTRUKTURA DRUSTVO S OGRANICENOM ODGOVORNOSCU ZA ZASTITU OKOLISA I PROSTORNO UREDENJE,Croatia,ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
HRVATSKA AGENCIJA ZA OKOLIS I PRIRODU,Croatia,ZAGREB,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
SVEUCILISTE JURJA DOBRILE U PULI,Croatia,PULA,Higher or Secondary Education Establishments
INTERNATIONAL SAVA RIVER BASIN COMMISSION,Croatia,ZAGREB,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
STILLE EKO DRUSTVO S OGRANICENOM ODGOVORNOSCU ZA TRGOVINU I USLUGE,Croatia,UMAG,Private for-profit entities (excluding Higher or Secondary Education Establishments)
SVEUCILISTE U ZAGREBU FAKULTET PROMETNIH ZNANOSTI,Croatia,ZAGREB,Higher or Secondary Education Establishments
PARTNERSTVO ZA DRUSTVENI RAZVOJ UDRUGE,Croatia,ZAGREB,Research Organisations
HP HRVATSKA POSTA DD,Croatia,ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
APOSS-ANALIZE POUZDAKOSTI I SIGURNOSTI SUSTAVA DRUSTVO S OGRANICENOM ODGOVORNOSCU ZA USLUGE I INZENJERING,Croatia,ZABOK,Private for-profit entities (excluding Higher or Secondary Education Establishments)
STYRIA MEDIJSKI SERVISI DOO ZA TRGOVINU I USLUGE,Croatia,ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
TRIKODER DRUSTVO S OGRANICENOM ODGOVORNOSCU ZA RAZVOJ INTERNET SUSTAVAI OBLIKOVANJE,Croatia,ZAGREB GRAD ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
"HRVATSKA AGENCIJA ZA MALO GOSPODARSTVO, INOVACIJE I INVESTICIJE",Croatia,ZAGREB,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
POSLOVNO-INOVACIJSKA AGNCIJA REPUBLIKE HRVATSKE,Croatia,Zagreb,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
TEHNOLOSKI PARK VARAZDIN DOO ZA INKUBACIJU INOVATIVNIH TEHNOLOGIJSKIHPODUZECA,Croatia,VARAZDIN,Private for-profit entities (excluding Higher or Secondary Education Establishments)
HRVATSKI SUMARSKI INSTITUT,Croatia,JASTREBARSKO,Research Organisations
GRAD KOPRIVNICA,Croatia,KOPRIVNICA,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
GRAD DUBROVNIK,Croatia,DUBROVNIK,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
"SVEUCILISTE U RIJECI, FILOZOFSKI FAKULTET U RIJECI",Croatia,RIJEKA,Higher or Secondary Education Establishments
CROMARIS DIONICKO DRUSTVO ZA MARIKULTURU,Croatia,ZADAR,Private for-profit entities (excluding Higher or Secondary Education Establishments)
"AUDIO VIDEO TREND DOO ZA ZASTUPANJE, PROJEKTIRANJE I PROIZVODNJU PROFESIONALNE KOMUNIKACIJSKE OPEME",Croatia,ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
HIPERSFERA DOO ZA RAZVOJ I PRIMJENU TEHNOLOGIJA,Croatia,GRAD ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
LABORATORIJ ZA DRUSTVENE INOVACIJE,Croatia,Zagreb,Research Organisations
JAVNA USTANOVA PARK PRIRODE MEDVEDNICA,Croatia,ZAGREB GRAD ZAGREB,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
HRVATSKA AKADEMIJA ZNANOSTI I UMJETNOSTI,Croatia,ZAGREB,Research Organisations
SVEUCILISTE U ZAGREBU - PRAVNI FAKULTET,Croatia,ZAGREB,Higher or Secondary Education Establishments
DUNEA DOO ZA REGIONALNI RAZVOJ I POSLOVNE USLUGE,Croatia,DUBROVNIK,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
HRVATSKO KATOLICKO SVEUCILISTE,Croatia,ZAGREB,Higher or Secondary Education Establishments
"KONZUM,TRGOVINA NA VELIKO I MALO DD",Croatia,ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
SVEUCILISTE U ZAGREBU EKONOMSKI FAKULTET,Croatia,ZAGREB,Higher or Secondary Education Establishments
KLINICKI BOLNICKI CENTAR ZAGREB,Croatia,ZAGREB,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
HRVATSKA ZAKLADA ZA ZNANOST,Croatia,ZAGREB,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
KLINIKA ZA DJECJE BOLESTI ZAGREB,Croatia,ZAGREB,Research Organisations
Ministarstvo rada i mirovinskog sustava,Croatia,Zagreb,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
PRONING DHI DOO ZA PROJEKTIRANJE USLUGE I TRGOVINU,Croatia,ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
MINISTARSTVO FINANCIJA,Croatia,ZAGREB,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
POLICIJSKA AKADEMIJA,Croatia,Zagreb,Higher or Secondary Education Establishments
INSTITUT ZA SIGURNOSNE POLITIKE,Croatia,ZAGREB,Other
SVEUCILISTE U RIJECI,Croatia,RIJEKA,Higher or Secondary Education Establishments
HRVATSKI INSTITUT ZA POVIJEST,Croatia,ZAGREB,Research Organisations
University of Zagreb,Croatia,ZAGREB,Higher or Secondary Education Establishments
H2O ROBOTICS DOO ZA USLUGE,Croatia,ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
"SVEUCILISTE U SPLITU, PRIRODOSLOVNO-MATEMATICKI FAKULTET",Croatia,SPLIT,Higher or Secondary Education Establishments
UNIVERSITY OF ZAGREB-FACULTY OF VETERINARY MEDICINE,Croatia,ZAGREB,Higher or Secondary Education Establishments
INSTITUT ZA POLITICKU EKOLOGIJU,Croatia,ZAGREB,Research Organisations
XYLON DOO,Croatia,ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
"ADRIA WINCH D.O.O. ZA PROIZVODNJU,PROJEKTIRANJE, PROMET I USLUGE",Croatia,SPLIT,Private for-profit entities (excluding Higher or Secondary Education Establishments)
AGENCIJA ZA LIJEKOVE I MEDICINSKE PROIZVODE,Croatia,ZAGREB,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
INSTITUT ZA RAZVOJ I MEDUNARODNE ODNOSE,Croatia,ZAGREB,Research Organisations
SPECIJALNI PROIZVODI OD DRVA FRAN DOO,Croatia,ZAGREB,Private for-profit entities (excluding Higher or Secondary Education Establishments)
